# syn_a_soft_axioms.txt — Tier B soft biconditional axiom candidates
# Generated by pick_canonicals_a.py --emit
# Sources: UNSAFE cluster (canonical,member) pairs from syn_a_10.txt
#          + syn_a_soft_pairs.txt (harvested sub-canonical pairs)
# Format: word_a,word_b,score
#
wandering,aimless,0.78
witching,spellbinding,0.78
wizardly,spellbinding,0.78
workaday,normal,0.78
minimal,minimum,0.78
beginning,first,0.77
accepted,recognized,0.77
final,last,0.77
opponent,opposing,0.77
encouraging,supporting,0.77
beloved,darling,0.76
absent,short,0.76
adult,senior,0.76
aged,senescent,0.76
all_right,passable,0.76
aureate,grand,0.76
bust,indigent,0.76
careworn,ragged,0.76
chatoyant,prismatic,0.76
chickenhearted,pusillanimous,0.76
chocolate_brown,umber,0.76
choice,superior,0.76
clamant,importunate,0.76
coarse,boorish,0.76
comely,fit,0.76
cosmopolitan,far_reaching,0.76
dark_brown,chestnut,0.76
dark_green,grassy,0.76
decorous,fit,0.76
disunited,divided,0.76
elderly,senescent,0.76
eldritch,ghostly,0.76
exhausting,gruelling,0.76
fabricated,invented,0.76
fantabulous,great,0.76
full_grown,senior,0.76
gilt,grand,0.76
grayish,slate,0.76
greyish,slate,0.76
grownup,senior,0.76
intelligible,logical,0.76
invariant,regular,0.76
iridescent,prismatic,0.76
juvenile,minor,0.76
kinky,unusual,0.76
leading,principal,0.76
leftover,surplus,0.76
light_green,grassy,0.76
located,settled,0.76
matte,dead,0.76
middle,centralized,0.76
midway,centralized,0.76
needful,obligatory,0.76
obtuse,dopey,0.76
okay,passable,0.76
pink_slipped,jobless,0.76
preferred,cherished,0.76
prima,principal,0.76
prime,superior,0.76
protracted,endless,0.76
required,obligatory,0.76
requisite,obligatory,0.76
roving,rambling,0.76
select,superior,0.76
senior,senescent,0.76
situated,settled,0.76
skint,indigent,0.76
skittish,fidgety,0.76
soft,delicate,0.76
solem_n,stately,0.76
sorcerous,occult,0.76
starring,principal,0.76
stone_broke,indigent,0.76
stony_broke,indigent,0.76
tiring,gruelling,0.76
tolerant,patient,0.76
transient,impermanent,0.76
unearthly,ghostly,0.76
unequaled,singular,0.76
wandering,rambling,0.76
witching,occult,0.76
wizardly,occult,0.76
workaday,run_of_the_mill,0.76
reasoning,thinking,0.76
attached,connected,0.75
premier,premiere,0.75
classic,classical,0.75
declared,stated,0.75
accepted,recognised,0.75
any,whatever,0.75
absent,without,0.74
adult,aged,0.74
careworn,tired,0.74
chatoyant,glittering,0.74
chickenhearted,craven,0.74
chocolate_brown,mocha,0.74
chocolate_brown,tan,0.74
coarse,unpolished,0.74
cosmopolitan,wide_ranging,0.74
dark_brown,coffee,0.74
dark_green,forest_green,0.74
disunited,scattered,0.74
eldritch,supernatural,0.74
fabricated,made_up,0.74
fantabulous,awesome,0.74
full_grown,aged,0.74
grayish,silver,0.74
greyish,silver,0.74
grownup,aged,0.74
invariant,unchanging,0.74
iridescent,glittering,0.74
kinky,off_the_wall,0.74
light_green,lime,0.74
located,laid,0.74
matte,velvety,0.74
middle,centrical,0.74
midway,centrical,0.74
okay,not_bad,0.74
pink_slipped,unemployed,0.74
protracted,never_ending,0.74
roving,nomadic,0.74
situated,laid,0.74
skittish,twitchy,0.74
solem_n,majestic,0.74
tested,tried,0.74
tolerant,indulgent,0.74
transient,short_term,0.74
unearthly,supernatural,0.74
unequaled,exceptional,0.74
wandering,nomadic,0.74
emerging,rising,0.74
questioning,wondering,0.74
adapted,altered,0.73
leading,main,0.73
outstanding,dramatic,0.73
prima,main,0.73
starring,main,0.73
particular,special,0.73
functional,operational,0.72
hurt,wounded,0.72
discovered,observed,0.72
inner,internal,0.72
earlier,earliest,0.72
absent,unavailable,0.72
chatoyant,sparkling,0.72
chocolate_brown,chestnut,0.72
chocolate_brown,cocoa,0.72
cosmopolitan,all_over,0.72
dark_brown,mahogany,0.72
dark_brown,sepia,0.72
dark_green,hunter_green,0.72
disunited,dispersed,0.72
eldritch,bizarre,0.72
fabricated,imaginary,0.72
iridescent,sparkling,0.72
kinky,bizarre,0.72
light_green,mint,0.72
matte,satin,0.72
okay,so_so,0.72
pink_slipped,out_of_work,0.72
roving,itinerant,0.72
skittish,timid,0.72
solem_n,weighty,0.72
transient,fly_by_night,0.72
unearthly,bizarre,0.72
wandering,itinerant,0.72
optical,visual,0.72
alternative,substitute,0.72
alien,foreign,0.71
advanced,innovative,0.71
alike,like,0.71
arranged,ordered,0.71
good,technical,0.71
all_right,so_so,0.70
all_right,tolerable,0.70
chatoyant,lustrous,0.70
chocolate_brown,sepia,0.70
dark_brown,russet,0.70
dark_brown,walnut,0.70
dark_green,bottle_green,0.70
eldritch,unusual,0.70
grayish,lead,0.70
greyish,lead,0.70
light_green,apple_green,0.70
okay,tolerable,0.70
roving,peripatetic,0.70
wandering,peripatetic,0.70
all_right,not_bad,0.68
all_right,decent,0.66
northeast,north,0.51
northwest,north,0.51
southeast,south,0.51
southwest,south,0.50
