# syn_v_soft_axioms.txt — Tier B soft biconditional axiom candidates
# Generated by pick_canonicals_v.py --emit
# Sources: UNSAFE cluster (canonical,member) pairs from syn_v_10.txt
#          + syn_v_soft_pairs.txt (harvested sub-canonical pairs)
# Format: word_a,word_b,score
#
accept,countenance,0.75
accept,respond,0.75
add,intercalate,0.75
affect,implicate,0.75
allow,vouchsafe,0.75
amaze,surprise,0.75
anger,arouse,0.75
anger,irk,0.75
anger,offend,0.75
arrange,alphabetize,0.75
arrange,serialise,0.75
attach,harness,0.75
attach,tether,0.75
bar,forbid,0.75
bar,prohibit,0.75
bet,forebode,0.75
better,outdo,0.75
better,outmatch,0.75
bill,levy,0.75
blow,gasp,0.75
boat,row,0.75
boost,lift,0.75
box,encase,0.75
box,incase,0.75
candy,sweeten,0.75
champion,endorse,0.75
character,engrave,0.75
compare,analogize,0.75
conflict,collide,0.75
craft,fashion,0.75
declare,sanctify,0.75
detail,exposit,0.75
detail,lucubrate,0.75
draft,write,0.75
drill,cut,0.75
drop,droop,0.75
drug,anaesthetize,0.75
drug,anesthetize,0.75
eat,fress,0.75
educate,improve,0.75
elect,choose,0.75
expose,aerate,0.75
extend,globalize,0.75
face,tackle,0.75
favor,permit,0.75
finance,pay,0.75
fool_around,horse_around,0.75
grip,bite,0.75
group,batch,0.75
group,classify,0.75
handle,coddle,0.75
handle,ignore,0.75
heat,preheat,0.75
heat,reheat,0.75
hit,backhand,0.75
host,entertain,0.75
increase,amass,0.75
increase,cumulate,0.75
increase,swell,0.75
interact,collude,0.75
invite,provoke,0.75
kill,decapitate,0.75
know,realize,0.75
lobby,solicit,0.75
locate,localise,0.75
look_on,look_upon,0.75
lyric,write,0.75
make,take_a_leak,0.75
monitor,snoop,0.75
negative,controvert,0.75
object,cavil,0.75
object,remonstrate,0.75
organize,structure,0.75
out,divulge,0.75
pack,containerize,0.75
pack,encase,0.75
plate,silver,0.75
plate,tin,0.75
plot,conspire,0.75
position,place,0.75
pour,decant,0.75
present,apportion,0.75
press,mangle,0.75
promise,declare,0.75
provision,furnish,0.75
qualify,serve,0.75
question,converse,0.75
raise,potentiate,0.75
refuse,beggar,0.75
register,record,0.75
register,recruit,0.75
reject,reprobate,0.75
replace,novate,0.75
research,google,0.75
return,revisit,0.75
right,remedy,0.75
ring,ding,0.75
ring,dingdong,0.75
ring,knell,0.75
run,scuttle,0.75
schedule,slot,0.75
secure,stopper,0.75
see,behold,0.75
seek,quest,0.75
sell,undercut,0.75
settle,put,0.75
shake,tremor,0.75
shake,wiggle,0.75
shelter,provide,0.75
shelter,stable,0.75
shirt,clothe,0.75
shoe,enclothe,0.75
shout,mouth,0.75
show,emphasise,0.75
show,stress,0.75
spur,encourage,0.75
structure,coordinate,0.75
subject,incur,0.75
suggest,intimate,0.75
supplement,vitaminize,0.75
support,apologise,0.75
surprise,astonish,0.75
sustain,uphold,0.75
talk,flirt,0.75
tax,overtax,0.75
throw,bombard,0.75
tour,journey,0.75
travel,trek,0.75
turn,divert,0.75
water,wet,0.75
wipe,broom,0.75
come_by,come_into,0.75
hang_around,mill_around,0.75
get_a_load,have_a_look,0.75
ask_over,ask_round,0.75
swing_about,swing_around,0.75
follow_through,follow_up,0.75
let_drive,let_fly,0.75
screen_off,separate_off,0.75
chance_on,light_upon,0.74
box_in,box_up,0.74
drop_off,fall_behind,0.74
knock_back,put_back,0.74
spend_a_penny,take_a_leak,0.74
break_through,push_through,0.74
close_down,shut_down,0.74
access,retrieve,0.74
accommodate,shoehorn,0.74
accommodate,tailor,0.74
admit,adjudge,0.74
anger,miff,0.74
arc,bend,0.74
arrange,drape,0.74
arrange,serialize,0.74
author,pen,0.74
avoid,sidestep,0.74
bar,proscribe,0.74
belly,tumesce,0.74
blast,noise,0.74
bleed,menstruate,0.74
cash,exchange,0.74
catch,seize,0.74
champion,back,0.74
champion,indorse,0.74
character,inscribe,0.74
claim,profess,0.74
contest,oppose,0.74
cow,awe,0.74
damage,corrode,0.74
damage,impair,0.74
decline,spurn,0.74
draft,pen,0.74
drug,anaesthetise,0.74
drug,narcotize,0.74
dry,dehumidify,0.74
ease,aid,0.74
ease,help,0.74
educate,ameliorate,0.74
educate,school,0.74
effect,accomplish,0.74
effect,precipitate,0.74
elect,select,0.74
escort,squire,0.74
extend,globalise,0.74
factor,calculate,0.74
factor,compute,0.74
feed,cater,0.74
fly,abscond,0.74
fly,elope,0.74
fly,escape,0.74
fold,plicate,0.74
follow,choose,0.74
force,repel,0.74
force,yank,0.74
give,supply,0.74
grave,carve,0.74
grip,nip,0.74
hack,cut,0.74
handle,mistreat,0.74
hate,abominate,0.74
hate,scorn,0.74
heat,sear,0.74
hit,cannon,0.74
hit,hole,0.74
hit,putt,0.74
hit,wound,0.74
import,smuggle,0.74
increase,revalue,0.74
interact,intervene,0.74
interact,treat,0.74
interest,arouse,0.74
kill,behead,0.74
kill,exterminate,0.74
label,name,0.74
look,gleam,0.74
modify,update,0.74
motion,nod,0.74
neck,pet,0.74
neck,smooch,0.74
object,demur,0.74
object,mind,0.74
offer,supply,0.74
out,disclose,0.74
parallel,correspond,0.74
pass,cross,0.74
plate,nickel,0.74
plot,cabal,0.74
portion,appropriate,0.74
portion,distribute,0.74
pot,implant,0.74
pound,thrust,0.74
pour,effuse,0.74
present,allocate,0.74
present,speechify,0.74
punish,retaliate,0.74
reach,bother,0.74
read,interpret,0.74
read,lipread,0.74
reason,defend,0.74
reason,expostulate,0.74
reference,write,0.74
respond,refuse,0.74
run,lope,0.74
run,skitter,0.74
sand,smooth,0.74
secure,cork,0.74
see,suffer,0.74
send,dispatch,0.74
set,calibrate,0.74
shelter,furnish,0.74
shelter,harbour,0.74
shoe,clothe,0.74
shoe,garb,0.74
short,scam,0.74
sight,descry,0.74
sight,spot,0.74
sin,breach,0.74
sing,carol,0.74
sit,place,0.74
slight,discount,0.74
slight,dismiss,0.74
space,place,0.74
spirit,liven,0.74
strike,knock,0.74
sugar,dulcify,0.74
sugar,dulcorate,0.74
sugar,edulcorate,0.74
supplement,vitaminise,0.74
surface,blacktop,0.74
surprise,astound,0.74
surprise,flabbergast,0.74
talk,orate,0.74
talk,proceed,0.74
task,assign,0.74
title,proclaim,0.74
translate,ingeminate,0.74
travel,tour,0.74
travel,voyage,0.74
tube,supply,0.74
understand,interpret,0.74
uniform,furnish,0.74
warn,monish,0.74
wonder,query,0.74
work,persuade,0.74
carry_forward,carry_over,0.74
fork_over,hand_over,0.74
freeze_down,freeze_out,0.74
cure,heal,0.74
draw_a_line,draw_the_line,0.74
make_off,run_off,0.74
think_of,think_up,0.74
walk_away,walk_off,0.74
sign_away,sign_over,0.74
fork_out,fork_up,0.73
get_wind,get_word,0.73
have_it_off,have_sex,0.73
come_by,drop_in,0.73
drop_off,fall_asleep,0.73
fig_out,fig_up,0.73
quest_after,quest_for,0.73
get_a_load,take_a_look,0.73
rope_in,rope_off,0.73
slip_in,stick_in,0.73
deserve,merit,0.73
fuck_up,mess_up,0.73
abstract,consider,0.73
abstract,regard,0.73
accept,react,0.73
access,regain,0.73
allow,allowance,0.73
arrange,array,0.73
attach,paste,0.73
attach,tape,0.73
avoid,evade,0.73
bar,nix,0.73
bed,furnish,0.73
better,outstrip,0.73
blow,exhale,0.73
bucket,put,0.73
circle,circumambulate,0.73
claim,postulate,0.73
clean,vacuum,0.73
credit,impute,0.73
crown,enthrone,0.73
dam,obturate,0.73
dance,chasse,0.73
depend_on,rely_upon,0.73
designate,denote,0.73
destroy,devastate,0.73
draw,arrange,0.73
draw,expound,0.73
ease,assist,0.73
eat,wolf,0.73
educate,coeducate,0.73
educate,groom,0.73
embarrass,untune,0.73
enable,endue,0.73
export,smuggle,0.73
fantasy,imagine,0.73
favor,elevate,0.73
force,drag,0.73
force,nudge,0.73
force,shove,0.73
gate,supply,0.73
grey,colorise,0.73
grey,colourise,0.73
handle,abuse,0.73
handle,mock,0.73
headquarter,furnish,0.73
headquarter,supply,0.73
hit,bunker,0.73
hit,foul,0.73
hit,grass,0.73
hit,propel,0.73
include,encompass,0.73
increase,crescendo,0.73
increase,snowball,0.73
invite,elicit,0.73
kill,annihilate,0.73
kill,assassinate,0.73
kill,slay,0.73
line,rim,0.73
lock_up,shut_away,0.73
look,glance,0.73
look,glint,0.73
look,glisten,0.73
lyric,indite,0.73
lyric,pen,0.73
make,spend_a_penny,0.73
middle,place,0.73
modify,inflect,0.73
motion,bow,0.73
name,enumerate,0.73
object,except,0.73
obtain,cadge,0.73
partner,provide,0.73
perfect,optimise,0.73
perfect,optimize,0.73
pet,canoodle,0.73
plate,goldplate,0.73
play,golf,0.73
play,seesaw,0.73
poison,misdirect,0.73
portion,dispense,0.73
position,aim,0.73
present,mouth,0.73
print,republish,0.73
protect,mothproof,0.73
protect,ward,0.73
pulse,thump,0.73
rain,patter,0.73
recognize,prize,0.73
reform,ameliorate,0.73
reform,improve,0.73
reject,discount,0.73
research,investigate,0.73
return,retrace,0.73
ring,dong,0.73
ring,tintinnabulate,0.73
run,hare,0.73
secure,tampon,0.73
sell,prostitute,0.73
send,despatch,0.73
set,lay,0.73
settle,place,0.73
shake,joggle,0.73
shelter,supply,0.73
shirt,enclothe,0.73
shirt,raiment,0.73
shoe,raiment,0.73
short,gip,0.73
short,goldbrick,0.73
short,hornswoggle,0.73
short,mulct,0.73
short,rook,0.73
short,swindle,0.73
shout,verbalize,0.73
sight,espy,0.73
smell,snuffle,0.73
spur,promote,0.73
staff,cater,0.73
stand,queue,0.73
stand,rest,0.73
stare,stargaze,0.73
strike,slap,0.73
stroke,caress,0.73
structure,organise,0.73
subject,expose,0.73
supplement,leverage,0.73
surface,encrust,0.73
surface,glaze,0.73
surface,plate,0.73
surface,tarmac,0.73
surface,varnish,0.73
sweat,excrete,0.73
take,ferry,0.73
take,record,0.73
take,whisk,0.73
transport,truck,0.73
turn,commutate,0.73
turn,metamorphose,0.73
turn,roll,0.73
turn,spiral,0.73
turn,transmogrify,0.73
twitter,chirrup,0.73
understand,fathom,0.73
understand,grok,0.73
uniform,provide,0.73
unite,federalize,0.73
unite,marry,0.73
wire,outfit,0.73
work,colour,0.73
work,manipulate,0.73
work,militate,0.73
worry,fret,0.73
wrong,treat,0.73
cast_aside,chuck_out,0.73
crop_up,pop_up,0.73
stay_together,stick_together,0.73
write_out,write_up,0.73
drive_out,turn_back,0.73
pass_water,take_a_leak,0.73
back_off,chicken_out,0.73
chase_away,drive_off,0.73
come_upon,luck_into,0.73
look_upon,regard_as,0.73
buy_off,pay_off,0.72
drill_in,hammer_in,0.72
hang_on,tag_on,0.72
press_home,ram_home,0.72
care_a_hang,give_a_damn,0.72
get_it,get_wise,0.72
hang_around,mill_about,0.72
chase_away,turn_back,0.72
kick_around,knock_about,0.72
lock_in,shut_away,0.72
rain_out,wash_out,0.72
add,butylate,0.72
admit,attorn,0.72
air,expose,0.72
ally,affiliate,0.72
anger,elicit,0.72
average,number,0.72
avoid,eschew,0.72
avoid,shun,0.72
bill,surcharge,0.72
bless,anele,0.72
border,inclose,0.72
bottom,supply,0.72
buck,endeavor,0.72
buck,strive,0.72
candy,dulcify,0.72
change,swap,0.72
clutch,snatch,0.72
come,near,0.72
compare,collate,0.72
credit,ascribe,0.72
credit,attribute,0.72
damage,flaw,0.72
deliver,save,0.72
depend_on,rely_on,0.72
destroy,ravage,0.72
disappoint,disenchant,0.72
draft,indite,0.72
drag,draw,0.72
drop,swag,0.72
drug,narcotise,0.72
enforce,obligate,0.72
enforce,oblige,0.72
execute,crucify,0.72
fight,labor,0.72
fight,try,0.72
fly,absquatulate,0.72
fly,hedgehop,0.72
fold,crisp,0.72
force,pluck,0.72
fort,foregather,0.72
grey,colorize,0.72
grey,colourize,0.72
grip,clutch,0.72
habit,garb,0.72
handle,interact,0.72
handle,pamper,0.72
handle,snub,0.72
hate,contemn,0.72
hate,execrate,0.72
head_for_the_hills,take_to_the_woods,0.72
headquarter,provide,0.72
heat,calcine,0.72
hit,snick,0.72
honey,dulcorate,0.72
honey,edulcorate,0.72
include,contain,0.72
insist,assert,0.72
interest,provoke,0.72
invite,arouse,0.72
invite,evoke,0.72
judge,resolve,0.72
kill,decimate,0.72
kill,dismember,0.72
kill,strangle,0.72
know,lie_with,0.72
label,stigmatize,0.72
laugh,bellylaugh,0.72
leather,whip,0.72
lie,lap,0.72
listen,harken,0.72
look,peek,0.72
look,sound,0.72
look_on,regard_as,0.72
lot,split,0.72
lyric,relyric,0.72
make,rebuild,0.72
motion,beckon,0.72
motion,shrug,0.72
name,itemize,0.72
narrow,pin_down,0.72
nest,inhabit,0.72
nest,populate,0.72
open,reopen,0.72
pack,containerise,0.72
pale,discolour,0.72
paragraph,split,0.72
partner,supply,0.72
pet,caress,0.72
pile,arrange,0.72
plate,coat,0.72
play,cricket,0.72
play,fullback,0.72
poison,debase,0.72
position,deploy,0.72
pot,imbed,0.72
press,squeeze,0.72
print,gazette,0.72
profile,write,0.72
protect,palisade,0.72
protect,wall,0.72
raise,compound,0.72
read,construe,0.72
reference,pen,0.72
reject,discredit,0.72
research,mapquest,0.72
rock,totter,0.72
run,hurry,0.72
schedule,book,0.72
script,indite,0.72
section,syllabise,0.72
section,syllabize,0.72
set,synchronize,0.72
set,tune,0.72
settle,set,0.72
shake,concuss,0.72
shake,palpitate,0.72
shake,thresh,0.72
shoe,tog,0.72
shoot,record,0.72
short,con,0.72
short,gyp,0.72
shout,verbalise,0.72
sight,discover,0.72
sight,notice,0.72
sing,madrigal,0.72
sit,hunker,0.72
smell,snuff,0.72
stare,outstare,0.72
strike,batter,0.72
stroke,fondle,0.72
stuff,jampack,0.72
subject,vitriol,0.72
surface,dredge,0.72
surface,metal,0.72
surprise,catch,0.72
talk,cheek,0.72
throw,propel,0.72
tie,band,0.72
tissue,brocade,0.72
tissue,twill,0.72
transport,wheelbarrow,0.72
turn,desynchronize,0.72
turn,deviate,0.72
turn,overturn,0.72
turn,pivot,0.72
turn,revert,0.72
turn,swivel,0.72
turn,transpose,0.72
uniform,supply,0.72
unite,wed,0.72
value,underestimate,0.72
vote,choose,0.72
warn,previse,0.72
welsh,cheat,0.72
wheel,revolve,0.72
wonder,react,0.72
work,affect,0.72
worry,fear,0.72
wrong,sandbag,0.72
chip_in,kick_in,0.72
come_down,go_down,0.72
blow_out,burn_out,0.72
bowl_over,knock_over,0.72
buck_up,take_heart,0.72
circle_around,circle_round,0.72
be_intimate,have_sex,0.72
home_in,range_in,0.72
call_on_the_carpet,dress_down,0.71
clear_away,clear_off,0.71
do_well,had_best,0.71
get_along_with,get_on_with,0.71
pan_off,pan_out,0.71
rule_in,rule_out,0.71
shine_up,suck_up,0.71
suck_up,take_up,0.71
tire_out,wear_upon,0.71
call_down,dress_down,0.71
cast_aside,throw_out,0.71
have_a_go_at_it,have_it_off,0.71
access,recover,0.71
ally,assort,0.71
announce,report,0.71
author,indite,0.71
be_intimate,get_laid,0.71
be_on_the_ball,be_with_it,0.71
bed,supply,0.71
bill,invoice,0.71
bill,tithe,0.71
bless,invoke,0.71
blow,pant,0.71
candy,dulcorate,0.71
candy,edulcorate,0.71
change,swop,0.71
circle,circumnavigate,0.71
closure,terminate,0.71
clutch,clench,0.71
clutch,collar,0.71
clutch,grab,0.71
conflict,counterpoint,0.71
dam,occlude,0.71
damage,mutilate,0.71
dance,glissade,0.71
decline,disobey,0.71
decline,respond,0.71
destroy,devour,0.71
drug,anesthetise,0.71
eat,gluttonise,0.71
eat,gluttonize,0.71
educate,meliorate,0.71
effect,fulfil,0.71
feed,ply,0.71
fill,load,0.71
fire,cremate,0.71
follow,select,0.71
force,attract,0.71
fort,forgather,0.71
fuel,furnish,0.71
fuel,provide,0.71
get,take_off,0.71
google,explore,0.71
grip,seize,0.71
habit,raiment,0.71
honey,dulcify,0.71
hurt,throb,0.71
interact,marginalize,0.71
interest,spellbind,0.71
join,unite,0.71
kick,propel,0.71
kill,asphyxiate,0.71
land,beach,0.71
land,disembark,0.71
lie,slant,0.71
list,tilt,0.71
listen,hark,0.71
make,erect,0.71
motion,applaud,0.71
motion,exsert,0.71
motion,wink,0.71
object,carp,0.71
obtain,source,0.71
paragraph,dissever,0.71
park,place,0.71
partner,furnish,0.71
perfect,improve,0.71
pet,fondle,0.71
play,bandy,0.71
play,quarterback,0.71
poison,corrupt,0.71
poison,debauch,0.71
poison,demoralise,0.71
poison,demoralize,0.71
poison,deprave,0.71
poison,vitiate,0.71
position,lay,0.71
position,put,0.71
pot,embed,0.71
power,ply,0.71
present,verbalise,0.71
present,verbalize,0.71
press,mash,0.71
profile,pen,0.71
read,anagram,0.71
reference,indite,0.71
reflect,sparkle,0.71
repeat,parrot,0.71
return,backtrack,0.71
return,boomerang,0.71
right,remediate,0.71
right,reverse,0.71
rock,nutate,0.71
say,asseverate,0.71
send,forward,0.71
sentence,declare,0.71
set,sync,0.71
shanghai,kidnap,0.71
shirt,tog,0.71
sight,observe,0.71
sit,set,0.71
strike,sideswipe,0.71
subject,affect,0.71
subject,refract,0.71
support,help,0.71
surface,crumb,0.71
talk,monologuize,0.71
theme,supply,0.71
tissue,braid,0.71
tissue,plait,0.71
tissue,web,0.71
title,call,0.71
transport,raft,0.71
transport,sledge,0.71
transport,teleport,0.71
wet,bedew,0.71
wet,irrigate,0.71
wet,souse,0.71
wire,equip,0.71
work,imprint,0.71
worry,fuss,0.71
be_intimate,have_it_off,0.71
cast_aside,cast_out,0.71
depend_upon,rely_on,0.71
head_for_the_hills,turn_tail,0.71
bear_away,bear_off,0.71
bear_off,carry_away,0.71
give_notice,send_word,0.71
chance_on,come_upon,0.71
send_away,send_packing,0.71
stand_by,stick_by,0.71
call_on_the_carpet,take_to_task,0.70
clock_off,punch_out,0.70
knock_down,pull_down,0.70
swing_about,turn_around,0.70
clean_out,clear_out,0.70
close_up,shut_down,0.70
hold_close,hold_tight,0.70
look_across,look_out_on,0.70
remain_down,take_the_count,0.70
be_on_the_ball,know_the_score,0.70
come_around,come_round,0.70
jump_out,stand_out,0.70
strike_a_note,strike_home,0.70
accept,acknowledge,0.70
accommodate,anglicise,0.70
accommodate,domesticate,0.70
accommodate,naturalise,0.70
ally,misally,0.70
bed,provide,0.70
better,outgo,0.70
bless,conjure,0.70
bless,embrocate,0.70
bottom,provide,0.70
buck,endeavour,0.70
bucket,set,0.70
bush,supply,0.70
change,sell,0.70
chill,depress,0.70
conflict,jar,0.70
contrast,secern,0.70
contrast,secernate,0.70
crown,vest,0.70
damage,mar,0.70
deaf,desensitize,0.70
destroy,vandalize,0.70
disappoint,thwart,0.70
effect,fulfill,0.70
enable,indue,0.70
fill,flood,0.70
fly,scarper,0.70
force,cart,0.70
force,jerk,0.70
force,obtrude,0.70
force,prod,0.70
force,winch,0.70
give,move_over,0.70
glass,provide,0.70
glory,exuberate,0.70
habit,apparel,0.70
habit,clothe,0.70
habit,enclothe,0.70
habit,garment,0.70
hang,dangle,0.70
heat,crispen,0.70
heat,toast,0.70
hop,spring,0.70
horse,ply,0.70
interact,assort,0.70
interact,marginalise,0.70
interact,womanize,0.70
interest,elicit,0.70
interest,evoke,0.70
interest,transfix,0.70
label,stigmatise,0.70
land,debark,0.70
landscape,adorn,0.70
landscape,ornament,0.70
leather,flog,0.70
leather,lash,0.70
leather,lather,0.70
lie,flank,0.70
lie,front,0.70
lift_out,take_up,0.70
list,lean,0.70
look,gawk,0.70
look,lie,0.70
look,stare,0.70
lot,divide,0.70
middle,put,0.70
middle,set,0.70
modify,buffer,0.70
nail_down,pin_down,0.70
nest,live,0.70
organize,interlock,0.70
panel,ornament,0.70
paragraph,divide,0.70
parallel,jibe,0.70
pass,transit,0.70
play,backstop,0.70
poison,pervert,0.70
position,set,0.70
power,cater,0.70
press,grind,0.70
press,knuckle,0.70
process,affect,0.70
punish,avenge,0.70
railroad,force,0.70
reach,labor,0.70
read,anagrammatise,0.70
read,anagrammatize,0.70
reflect,luminesce,0.70
reflect,opalesce,0.70
room,live,0.70
rubber,coat,0.70
set,regulate,0.70
set,zero,0.70
space,put,0.70
space,set,0.70
still,cool_it,0.70
strengthen,ruggedize,0.70
strike,clout,0.70
strike,peck,0.70
subject,bacterise,0.70
sweat,egest,0.70
talk,coquet,0.70
theme,furnish,0.70
theme,provide,0.70
throw,pitch,0.70
transport,advect,0.70
travel,navigate,0.70
true,aline,0.70
turn,correct,0.70
twitter,chirp,0.70
unite,confederate,0.70
white,discolour,0.70
win,triumph,0.70
work,blackmail,0.70
accommodate,anglicize,0.69
barrel,put,0.69
bless,inunct,0.69
board,embark,0.69
bottom,furnish,0.69
bubble,emit,0.69
bucket,place,0.69
canal,provide,0.69
cat,lash,0.69
cat,whip,0.69
catch,clutch,0.69
catch,nett,0.69
catch,prehend,0.69
change,cash,0.69
chill,deject,0.69
chill,dispirit,0.69
complete,terminate,0.69
counsel,discuss,0.69
deaf,desensitise,0.69
decline,react,0.69
deliver,salvage,0.69
destroy,burn,0.69
differ,vary,0.69
drink,down,0.69
eat,guttle,0.69
exchange,reverse,0.69
expose,overexpose,0.69
fly,defect,0.69
force,haul,0.69
gate,furnish,0.69
gate,provide,0.69
grain,penetrate,0.69
grip,prehend,0.69
habit,tog,0.69
horse,cater,0.69
hurt,hunger,0.69
hurt,thirst,0.69
label,call,0.69
landscape,decorate,0.69
lie,orient,0.69
lie,overtop,0.69
line,lie,0.69
locate,radiolocate,0.69
lodge,inhabit,0.69
long,pine,0.69
look,glitter,0.69
machine,mould,0.69
make,generate,0.69
make,produce,0.69
middle,lay,0.69
monitor,sleuth,0.69
move,continue,0.69
move,take,0.69
neighbor,live,0.69
obtain,shop,0.69
open,pry,0.69
park,set,0.69
perfect,ameliorate,0.69
place,differentiate,0.69
place,distinguish,0.69
poison,profane,0.69
press,squash,0.69
profile,indite,0.69
punish,revenge,0.69
reflect,coruscate,0.69
reform,meliorate,0.69
resume,uphold,0.69
right,debug,0.69
room,inhabit,0.69
section,syllabify,0.69
see,undergo,0.69
set,attune,0.69
set,linearize,0.69
shake,succuss,0.69
shanghai,abduct,0.69
sight,detect,0.69
sole,bushel,0.69
sole,mend,0.69
sole,repair,0.69
stare,outface,0.69
subject,bacterize,0.69
touch,finger,0.69
true,align,0.69
tube,provide,0.69
understand,construe,0.69
unite,club,0.69
unite,league,0.69
vote,select,0.69
wonder,respond,0.69
work,blackjack,0.69
work,collaborate,0.69
accommodate,christianize,0.68
accommodate,gear,0.68
avoid,bypass,0.68
bay,speak,0.68
bill,undercharge,0.68
bucket,lay,0.68
bush,furnish,0.68
cat,flog,0.68
cat,trounce,0.68
change,barter,0.68
chill,dismay,0.68
clutch,arrest,0.68
compare,analogise,0.68
complicate,embrangle,0.68
cover,enclose,0.68
cover,jacket,0.68
cover,wrap,0.68
dam,block,0.68
damage,bilge,0.68
district,govern,0.68
dry,exsiccate,0.68
enable,gift,0.68
feel,regret,0.68
fly,lam,0.68
fly,scat,0.68
ghost,preoccupy,0.68
handle,field,0.68
have,graduate,0.68
land,alight,0.68
land,undershoot,0.68
landscape,grace,0.68
layer,mold,0.68
layer,mould,0.68
lead,discuss,0.68
lie,crest,0.68
lie,focalise,0.68
lie,focalize,0.68
listen,advert,0.68
lodge,populate,0.68
long,yen,0.68
look,gawp,0.68
look,loom,0.68
make,assemble,0.68
make,conjure,0.68
make,corduroy,0.68
make,initiate,0.68
make,organize,0.68
modify,attemper,0.68
move,manoeuvre,0.68
move,pursue,0.68
move,react,0.68
obtain,mooch,0.68
panel,decorate,0.68
parallel,gibe,0.68
parallel,match,0.68
park,lay,0.68
perceive,see,0.68
perfect,meliorate,0.68
place,secernate,0.68
plan,aspire,0.68
play,revoke,0.68
play,teetertotter,0.68
pull,recommit,0.68
reflect,resplend,0.68
resume,preserve,0.68
risk,try,0.68
section,syllabicate,0.68
sing,solmizate,0.68
sit,lounge,0.68
sit,perch,0.68
ski,wedel,0.68
sole,fix,0.68
space,lay,0.68
staff,ply,0.68
strengthen,batten,0.68
strengthen,buttress,0.68
strike,beak,0.68
strike,knap,0.68
take,channel,0.68
transport,lighter,0.68
tube,furnish,0.68
turn,bald,0.68
understand,solve,0.68
unite,consociate,0.68
unite,pair,0.68
wet,dowse,0.68
work,busy,0.68
worry,niggle,0.68
barrel,lay,0.67
barrel,place,0.67
barrel,set,0.67
bush,provide,0.67
busy,putter,0.67
busy,smatter,0.67
cat,welt,0.67
change,ransom,0.67
cover,blanket,0.67
cover,canopy,0.67
cover,envelop,0.67
crush,subdue,0.67
deliver,salve,0.67
destroy,vandalise,0.67
district,regularise,0.67
district,regularize,0.67
follow,lag,0.67
follow,tailgate,0.67
forget,unlearn,0.67
have,combine,0.67
leather,trounce,0.67
lodge,live,0.67
look,eye,0.67
look,gaze,0.67
look,ogle,0.67
look,peep,0.67
machine,mold,0.67
make,cause,0.67
make,revet,0.67
make,wattle,0.67
modify,cushion,0.67
move,engage,0.67
move,grapple,0.67
move,hasten,0.67
move,try,0.67
obtain,grub,0.67
panel,adorn,0.67
parallel,tally,0.67
park,put,0.67
perceive,hallucinate,0.67
perceive,hear,0.67
perceive,sense,0.67
place,secern,0.67
press,cranch,0.67
press,craunch,0.67
punish,amerce,0.67
punish,execute,0.67
rally,collect,0.67
remind,immortalize,0.67
repeat,cuckoo,0.67
room,populate,0.67
spread,diffuse,0.67
spread,metastasise,0.67
spread,metastasize,0.67
spread,strew,0.67
strengthen,ruggedise,0.67
strike,buffet,0.67
touch,kiss,0.67
tree,guide,0.67
tree,maneuver,0.67
tree,steer,0.67
twitter,cheep,0.67
understand,apprehend,0.67
watch,rubberneck,0.67
watch,witness,0.67
work,cooperate,0.67
work,slog,0.67
work,tinker,0.67
board,entrain,0.66
cat,lather,0.66
change,sub,0.66
control,handle,0.66
cover,cowl,0.66
cover,paper,0.66
crush,quash,0.66
crush,subjugate,0.66
damage,blemish,0.66
destroy,wreck,0.66
disappoint,queer,0.66
disappoint,scotch,0.66
expose,underexpose,0.66
feel,joy,0.66
follow,shadow,0.66
include,subsume,0.66
insist,asseverate,0.66
isolate,discriminate,0.66
look,eyeball,0.66
lot,dissever,0.66
offer,subscribe,0.66
open,gap,0.66
open,prise,0.66
open,unbar,0.66
perceive,apperceive,0.66
perceive,listen,0.66
perceive,sight,0.66
perceive,smell,0.66
rap,strike,0.66
reject,evaluate,0.66
remind,immortalise,0.66
sit,squat,0.66
strike,sclaff,0.66
surprise,floor,0.66
task,delegate,0.66
touch,palpate,0.66
tree,channelize,0.66
wet,besprinkle,0.66
accept,evaluate,0.65
add,compound,0.65
bay,verbalise,0.65
bay,verbalize,0.65
be,consist,0.65
be,correspond,0.65
be,represent,0.65
blind,daze,0.65
blind,dazzle,0.65
brief,apprise,0.65
brief,apprize,0.65
contrast,severalise,0.65
contrast,severalize,0.65
control,rule,0.65
cover,roof,0.65
cover,smother,0.65
crush,repress,0.65
decide,measure,0.65
destroy,wrack,0.65
feel,pride,0.65
glory,rejoice,0.65
hill,mould,0.65
middle,position,0.65
obtain,bum,0.65
open,unlock,0.65
open,unseal,0.65
panel,grace,0.65
power,supply,0.65
punish,scourge,0.65
shout,talk,0.65
sit,position,0.65
spread,redistribute,0.65
spur,further,0.65
touch,palm,0.65
tree,channelise,0.65
work,carpenter,0.65
work,skimp,0.65
avoid,hedge,0.64
be,endanger,0.64
be,imperil,0.64
be,jeopardise,0.64
be,jeopardize,0.64
be,preexist,0.64
brief,instruct,0.64
designate,label,0.64
hill,mold,0.64
make,groin,0.64
sit,canter,0.64
sit,roost,0.64
sit,sprawl,0.64
space,position,0.64
think,plan,0.64
think,purpose,0.64
touch,press,0.64
touch,strike,0.64
touch,stroke,0.64
understand,savvy,0.64
welsh,chisel,0.64
work,occupy,0.64
work,potter,0.64
work,specialise,0.64
be,indwell,0.63
